baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000003279.17	393.437701190558	6.65710448934729	0.30927758271484	21.5246912851271	9.14272252855025e-103	2.445076781484e-100
ENSMUSG00000044041.4	802.310975402238	8.69138212829371	0.404320561101829	21.4962654993565	1.68731954673287e-102	4.45386620614879e-100
ENSMUSG00000023043.7	368.190489403627	6.19080875904882	0.290349892685921	21.3218909839432	7.11256917732741e-101	1.85337139139974e-98
ENSMUSG00000024011.17	313.347038301926	5.15631495450837	0.243061713868262	21.2140154549518	7.08953798542355e-100	1.82398556397131e-97
ENSMUSG00000084128.10	372.123529115778	4.27053049667011	0.202196628126394	21.1206810728841	5.13493070516875e-99	1.30459333228194e-96
ENSMUSG00000038732.15	619.402744394912	2.98347886548127	0.141274157711667	21.1183624366064	5.39322824297197e-99	1.3533007905976e-96
ENSMUSG00000033644.5	442.038622396831	7.24226428851957	0.342998886613413	21.1145416827028	5.84744631670501e-99	1.44938227301255e-96
ENSMUSG00000041362.17	385.993435577078	3.40128402277637	0.162376549957827	20.9468917997073	2.00284389135202e-97	4.9045544688831e-95
ENSMUSG00000000308.14	305.147980225863	6.0890927816547	0.290858930329718	20.9348661729317	2.577879049909e-97	6.23754662969053e-95
ENSMUSG00000056724.15	511.004422492814	3.162408242517	0.151369445299029	20.8919854087441	6.33311230734695e-97	1.51435891349208e-94
ENSMUSG00000003526.12	283.086836613357	4.91448225475661	0.23688070193293	20.7466552347016	1.31422321198841e-95	3.1059984632168e-93
ENSMUSG00000022055.7	349.842593366294	5.57579554966606	0.269692440742611	20.6746452896968	5.85958916979845e-95	1.36892126294429e-92
ENSMUSG00000063727.3	1379.87058480568	-2.42664576438278	0.117392886393839	-20.6711483031575	6.29994378866974e-95	1.45507224437173e-92
ENSMUSG00000021678.9	287.60755568797	4.22586296161203	0.204799149884754	20.6341821437738	1.35416758134742e-94	3.09252315627935e-92
ENSMUSG00000029832.16	270.552934140477	4.91688238994886	0.238576796245874	20.6092229727219	2.26843971457849e-94	5.12289302208976e-92
ENSMUSG00000044646.15	520.567098612283	3.27588602491032	0.159263542087792	20.5689637563413	5.20666355415379e-94	1.1629168872327e-91
ENSMUSG00000053030.11	607.099312526857	8.19068055094202	0.399255359890984	20.5148919057178	1.58520566568012e-93	3.50209838640743e-91
ENSMUSG00000016028.11	313.453995466174	6.32270258011281	0.30961665050548	20.4210676970711	1.08663243245421e-92	2.37481765479911e-90
ENSMUSG00000028179.12	439.014801088198	3.04988420333841	0.149926137379021	20.3425783966417	5.40146959951336e-92	1.16792414478839e-89
ENSMUSG00000028434.12	823.486677967471	2.53680190187103	0.124775499040662	20.3309297207807	6.84923777983969e-92	1.46537639868675e-89
ENSMUSG00000026110.15	328.208645037674	3.46210805776976	0.17039354769503	20.3183049159011	8.85825584201916e-92	1.87545885405249e-89
ENSMUSG00000019996.17	255.670849028864	4.83098620161939	0.238266801349585	20.2755321943966	2.11491893247462e-91	4.43151827861305e-89
ENSMUSG00000030093.7	311.479127373772	6.52843238573204	0.322283547977286	20.2567969314777	3.09450641690343e-91	6.41794315546553e-89
ENSMUSG00000025582.4	354.271228347614	3.11213674373103	0.153724397572051	20.2449109762968	3.93894635984879e-91	8.08677623878048e-89
ENSMUSG00000029154.13	613.775477380523	8.30539728524109	0.410900079732769	20.2126932918644	7.57022964608301e-91	1.53864917556637e-88
ENSMUSG00000033987.16	616.010734117104	4.66880254119873	0.231033298128746	20.2083534235701	8.26597843482755e-91	1.66342585829574e-88
ENSMUSG00000022865.14	849.858414870293	3.41795989956431	0.169504788638966	20.1643854843791	2.01231060902384e-90	4.00982481651074e-88
ENSMUSG00000102752.1	245.319293378266	4.11524838166424	0.205195266536796	20.0552793011251	1.81521624669924e-89	3.58196798195748e-87
ENSMUSG00000030353.15	534.494262845032	2.65983354704192	0.133132706028959	19.9788138195234	8.4200763763594e-89	1.64555819566832e-86
ENSMUSG00000022102.13	253.984414067871	5.64994454444071	0.282981520979105	19.9657720578083	1.09325277592448e-88	2.11622501625382e-86
ENSMUSG00000017861.11	374.988358092177	3.3106818877178	0.165869730273525	19.9595301822603	1.23871303063997e-88	2.3751738063922e-86
ENSMUSG00000071847.13	813.219040712372	2.16375711822177	0.108467335413628	19.9484675268413	1.54553299763723e-88	2.93579048382961e-86
ENSMUSG00000022346.16	4024.28720537403	2.51836665494316	0.126285387894629	19.9418689440495	1.76351304950212e-88	3.31883358621579e-86
ENSMUSG00000085925.3	285.851908755473	3.29698273107621	0.165874339320948	19.8763880210364	6.51592110501524e-88	1.21501005926087e-85
ENSMUSG00000040152.8	78153.5044413676	-1.87987833026168	0.0955336555152755	-19.6776551689796	3.35154127485987e-86	6.19273421922972e-84
ENSMUSG00000041439.15	728.725089110467	2.82916744828818	0.144898661018414	19.525145563137	6.71254170950721e-85	1.22912081302463e-82
ENSMUSG00000042216.13	300.41153125466	3.34377630181423	0.171452605844426	19.5026274774052	1.04284850836041e-84	1.89249070825227e-82
ENSMUSG00000028954.11	2232.17890304553	1.80868156496202	0.092823757622757	19.4851147085926	1.46849972316147e-84	2.64135016577495e-82
ENSMUSG00000028128.13	1494.27147328841	-2.09338037535272	0.107485332814156	-19.4759630969577	1.7559094854868e-84	3.13060178004554e-82
ENSMUSG00000021182.16	252.685339269697	4.03483457840304	0.207191066555918	19.4739794792942	1.82525402592578e-84	3.22593809364708e-82
ENSMUSG00000092586.8	1960.00005499904	10.9806923611585	0.564235905951846	19.4611726147319	2.34360937483492e-84	4.10636728823446e-82
ENSMUSG00000039457.4	267.751826343412	3.86317560571941	0.199688264694759	19.3460322349168	2.20152024853533e-83	3.82443581636587e-81
ENSMUSG00000029449.11	291.288333323438	3.83776991660257	0.198862372261758	19.2986228261977	5.51597763187202e-83	9.5010377430338e-81
ENSMUSG00000025085.16	1219.54500608319	2.09506730203343	0.109217116254307	19.1825912813443	5.17365600745435e-82	8.83651750853022e-80
ENSMUSG00000044737.6	355.586136525891	7.15161479575774	0.375216053002182	19.0599915396374	5.42835964914382e-81	9.19428415573735e-79
ENSMUSG00000006310.10	245.893965480843	5.64649879711635	0.298281254953623	18.9301161348348	6.44202015533403e-80	1.08209966658813e-77
ENSMUSG00000027377.2	312.865599280458	7.04042866205282	0.373039804645134	18.8731298225675	1.89721898591346e-79	3.16073572858123e-77
ENSMUSG00000052180.15	242.780537536344	4.70843635179505	0.249732963346616	18.8538841196546	2.73039197374095e-79	4.51180624929144e-77
ENSMUSG00000031075.19	1675.48939200473	1.81968357233362	0.0965233140272483	18.8522699481695	2.81500045073516e-79	4.61410356138647e-77
ENSMUSG00000003283.15	294.687177670723	3.52567300542385	0.187090678065158	18.8447283525049	3.24627464651027e-79	5.2784425752257e-77
ENSMUSG00000026638.15	367.548232358891	7.28456948871272	0.387225645117248	18.8122082836405	5.9986157191484e-79	9.67633845172152e-77
ENSMUSG00000024965.9	281.602110791151	5.37958807138776	0.286975687572617	18.745797307399	2.09508100580472e-78	3.35295444432921e-76
ENSMUSG00000033491.13	548.54238810017	2.68967020979084	0.143559357312953	18.7355966210372	2.53780983948772e-78	4.0297644521553e-76
ENSMUSG00000030168.13	2029.54395009163	2.07326811214049	0.110707647930593	18.7274154125314	2.95938685877377e-78	4.66275487632379e-76
ENSMUSG00000026249.10	12015.7514535413	-1.92122552885056	0.102748360064367	-18.6983571090283	5.10535984628949e-78	7.98203375967952e-76
ENSMUSG00000027456.8	235.381312227126	5.85768554752263	0.313349604061475	18.6937703817026	5.56384063620847e-78	8.63244739930818e-76
ENSMUSG00000027544.16	310.155574448629	7.11983565935597	0.383176202492199	18.5811008435497	4.57033194015299e-77	7.03727247603102e-75
ENSMUSG00000035852.11	621.630215657721	8.81031430109058	0.474952050944334	18.549902634536	8.16998496430368e-77	1.24853341653739e-74
ENSMUSG00000098678.1	228.65225824694	5.96120239401658	0.323487642814579	18.4279137903067	7.84504749327271e-76	1.18992977836394e-73
ENSMUSG00000087166.9	1268.41071456275	10.3531041180985	0.563635842329747	18.3684275210474	2.35125758242497e-75	3.53994891576204e-73
ENSMUSG00000042367.12	458.000428624259	3.1518063048985	0.171668017187036	18.3598922882912	2.75152352111623e-75	4.11211143872701e-73
ENSMUSG00000047501.3	1198.38390233281	10.2701734624067	0.561701500505381	18.2840413514408	1.10896107912143e-74	1.64522875424403e-72
ENSMUSG00000011179.8	2141.54528149199	1.53814832883749	0.0841523450877532	18.2781398098119	1.23569201343073e-74	1.8199594328246e-72
ENSMUSG00000026450.14	290.882532766156	7.02701347693112	0.384519057815975	18.2748119608005	1.31341880122479e-74	1.92052065718662e-72
ENSMUSG00000024529.14	29447.5005079409	-1.58432028602931	0.0868385698579231	-18.2444308861998	2.29110546219805e-74	3.3261941799411e-72
ENSMUSG00000026981.15	4086.49459146614	-1.68943496780303	0.0928300545080451	-18.199224127964	5.23439032658925e-74	7.54531797077493e-72
ENSMUSG00000000120.6	202.649574984141	5.31919281071342	0.293007532256683	18.1537749891483	1.1987232812064e-73	1.71577821764225e-71
ENSMUSG00000002384.2	201.621166687297	4.40630479633538	0.2429933514667	18.1334376835377	1.73561761444325e-73	2.46688307787126e-71
ENSMUSG00000025481.12	196.943991951619	4.53979364035829	0.251769313281975	18.0315606424753	1.10138647987337e-72	1.55456112523793e-70
ENSMUSG00000027220.2	790.797383689189	-2.26545921181077	0.126088276015785	-17.967247101762	3.51741585490181e-72	4.9304467069572e-70
ENSMUSG00000028111.4	1192.9767277663	-1.73831572192534	0.0969542395062998	-17.9292388943176	6.97276495635866e-72	9.70694847520478e-70
ENSMUSG00000042306.11	565.322265719716	8.67417012604398	0.484922688690465	17.8877382484796	1.4695316307638e-71	2.03185240784178e-69
ENSMUSG00000020782.18	655.910976481472	3.30439996897978	0.184767591121295	17.8840885943603	1.56897717278677e-71	2.15469331330345e-69
ENSMUSG00000037465.10	1365.17349010395	1.82412870462238	0.102153649478645	17.8567159757099	2.56281410693326e-71	3.49591924318246e-69
ENSMUSG00000028581.17	286.845894438051	7.10433252497687	0.398077878844776	17.8465895808973	3.07234940209868e-71	4.16303343984371e-69
ENSMUSG00000038235.4	992.669850840174	2.23240665826196	0.125193294265842	17.8316791754162	4.01188789358156e-71	5.40010737993678e-69
ENSMUSG00000073722.3	467.730313661702	8.26072056476798	0.463328834717186	17.8290664120015	4.20382194920753e-71	5.62122902089757e-69
ENSMUSG00000033361.13	483.667833987216	2.41396732172408	0.13546938416891	17.8192832021308	5.00740197780135e-71	6.65198988227533e-69
ENSMUSG00000014846.12	447.799851312639	3.65670082887559	0.205371763098034	17.805275534057	6.43149641187048e-71	8.48832237475763e-69
ENSMUSG00000023092.16	1412.67955593133	-1.71535533242889	0.096369298856964	-17.7998112757353	7.09074179404172e-71	9.29802109444503e-69
ENSMUSG00000034382.14	189.461006923153	4.09630806273717	0.230930205394596	17.7382948052972	2.12279731526821e-70	2.76575996364272e-68
ENSMUSG00000030091.17	426.016158447348	8.12763651059672	0.458314986160182	17.7337349989164	2.30219492950841e-70	2.98038929568525e-68
ENSMUSG00000028518.8	608.807886919329	2.62679242464871	0.148255513149238	17.7180083819515	3.04503572258485e-70	3.91711082667956e-68
ENSMUSG00000041649.13	395.561765099398	3.3195349111052	0.187430580367441	17.7107433834839	3.464662037783e-70	4.4288840199962e-68
ENSMUSG00000023039.17	425.248820685033	3.41420583089369	0.192925023507471	17.6970605928757	4.41771188766264e-70	5.61187463229645e-68
ENSMUSG00000031803.8	203.165228656203	5.59223338234862	0.316964393763936	17.6430964877194	1.14983850410825e-69	1.45158183826089e-67
ENSMUSG00000000278.10	4230.57944686286	-1.38684493278778	0.0788516005840079	-17.5880378142768	3.04230972331439e-69	3.81697192138056e-67
ENSMUSG00000044393.15	267.176907609989	6.99777890811878	0.397978634819577	17.5833029612035	3.30735938140737e-69	4.12405395258312e-67
ENSMUSG00000020173.17	587.373904838483	2.18306716620414	0.125082695374966	17.4529910765023	3.26669499231964e-68	4.04851071456687e-66
ENSMUSG00000021696.9	263.781576995443	3.59877042646529	0.206312885231326	17.4432654675456	3.87298775483983e-68	4.77081673437089e-66
ENSMUSG00000000889.8	193.53919388464	5.19652709849323	0.298769386177562	17.3931043102417	9.30548200833138e-68	1.13936097481527e-65
ENSMUSG00000038028.9	696.926731065003	2.38362988423859	0.137282122749184	17.3630028186082	1.57278007328121e-67	1.91417694547548e-65
ENSMUSG00000050296.14	242.287873695828	6.67243420140104	0.384449541418426	17.3558126166131	1.78260172537136e-67	2.15662976596267e-65
ENSMUSG00000039462.4	1409.51222601595	-1.96061910855746	0.113086158826347	-17.3373923821053	2.45630300504493e-67	2.9541040578425e-65
ENSMUSG00000006342.15	257.695200447255	3.43073858759593	0.198254326063751	17.3047350628441	4.33269578360496e-67	5.18012010598651e-65
ENSMUSG00000021895.10	436.452830169362	2.53056355831352	0.146799669776174	17.2382101551855	1.37219861675751e-66	1.63099046114598e-64
ENSMUSG00000036473.16	1227.79159412901	1.82712148360201	0.10606335629272	17.2266987154302	1.67438884244545e-66	1.97860193155254e-64
ENSMUSG00000052397.8	1846.25487427372	1.91059024302379	0.111327300803131	17.1619201151965	5.11928052690647e-66	6.01441483869213e-64
ENSMUSG00000030411.16	229.89996938368	3.49787766664864	0.204091198516687	17.1387972243332	7.62108698825754e-66	8.90221799059394e-64
ENSMUSG00000031298.15	1648.95133462971	-1.93531462935059	0.112968770641959	-17.1314126758477	8.65279245162494e-66	1.00496003759587e-63
ENSMUSG00000049044.16	186.245298179315	5.51562713308321	0.322646189313681	17.0949706389399	1.61777497927483e-65	1.86825434396368e-63
ENSMUSG00000028392.15	218.98101866773	6.44705874483662	0.37774730996176	17.0671202013041	2.60748413643294e-65	2.99418729225985e-63
ENSMUSG00000051375.15	269.274034577588	2.81813864620325	0.165150958172295	17.0640163241632	2.74982123104485e-65	3.13989418657228e-63
ENSMUSG00000051076.8	174.258464950052	4.69761642117742	0.275382635343803	17.0585063045557	3.02183589900711e-65	3.43121869538097e-63
ENSMUSG00000018411.17	183.181537513672	5.17166755739751	0.303722014310316	17.0276348559758	5.12334708654046e-65	5.78511275188527e-63
ENSMUSG00000039621.13	293.080174984364	3.65039790153607	0.214928691315317	16.9842280209144	1.07458186296411e-64	1.20667825219589e-62
ENSMUSG00000041235.12	218.439687297391	2.9857891609276	0.176050889406192	16.9598073091166	1.62877701061225e-64	1.81895015058758e-62
ENSMUSG00000020646.17	556.098743886052	2.65100184194121	0.156397204965038	16.9504425768596	1.91010494509474e-64	2.12146901688802e-62
ENSMUSG00000021186.9	3926.46687689731	-1.71956473074158	0.10146970489928	-16.9465825533684	2.03970672129657e-64	2.2530999516496e-62
ENSMUSG00000029168.14	451.479397093171	8.50210259443018	0.502069194183981	16.9341252021024	2.52077980455496e-64	2.76945132581511e-62
ENSMUSG00000026202.13	1522.73749154638	2.19445734927911	0.129650095814343	16.9259986696928	2.8939655107101e-64	3.16235747339692e-62
ENSMUSG00000035834.11	460.427307694641	2.85654741764401	0.169038032277722	16.8988444739515	4.58809753846338e-64	4.98679585397156e-62
ENSMUSG00000036553.16	177.744345301213	3.46093020060511	0.204965034399837	16.8854663954715	5.75596410789085e-64	6.22287077089795e-62
ENSMUSG00000054423.14	169.98267783678	4.23985987005019	0.251191718519733	16.8789795102943	6.42457954737835e-64	6.90897244976005e-62
ENSMUSG00000024059.10	789.399706864051	-1.84543814637083	0.109418351754837	-16.8658923916686	8.01819275478398e-64	8.57735619689392e-62
ENSMUSG00000022596.3	1057.29490248927	2.38035215484715	0.141430937328599	16.8304912617291	1.45886629337667e-63	1.55243232528172e-61
ENSMUSG00000025357.8	701.024820983746	2.05913481864772	0.122416072939583	16.8207880648482	1.71857387451405e-63	1.81927156247386e-61
ENSMUSG00000032462.14	482.612407970316	2.06589459403265	0.122944977943908	16.8034077404544	2.30417139258681e-63	2.42654318934336e-61
ENSMUSG00000078695.8	373.978840592305	2.49323378240207	0.148965278786109	16.7370128309025	7.04352785679793e-63	7.37936616955763e-61
ENSMUSG00000092060.4	226.387696511439	4.31350831272754	0.258417975834781	16.691982431924	1.49909217513431e-62	1.56251530562076e-60
ENSMUSG00000078670.3	248.442586044762	2.77045794061447	0.166019346620339	16.6875607994656	1.61432805637999e-62	1.67404172173078e-60
ENSMUSG00000032420.8	1125.07302025214	2.43855407442756	0.146401192321476	16.6566544695404	2.70752013184851e-62	2.79341861318888e-60
ENSMUSG00000025558.19	1797.72010276759	1.8729354853118	0.112549885759968	16.6409363516028	3.5206945035872e-62	3.61404625178838e-60
ENSMUSG00000002228.7	194.611490783959	3.82648518418658	0.229977494802699	16.6385201624593	3.66565551952081e-62	3.74394213237489e-60
ENSMUSG00000092035.8	1131.94345523599	1.61445020163465	0.0970635747363737	16.6329151385524	4.02524310929199e-62	4.09065330981798e-60
ENSMUSG00000001021.13	169.512629183119	5.7685536005467	0.347019530014619	16.6231381856338	4.73859436759375e-62	4.79163833439517e-60
ENSMUSG00000034730.17	302.599135777493	7.39246085701088	0.445491429237527	16.5939463070329	7.70847380498561e-62	7.75617475674913e-60
ENSMUSG00000003469.9	204.380247609079	6.51311054251234	0.393108703481261	16.5682176070742	1.18280106580214e-61	1.18425771736101e-59
ENSMUSG00000003032.8	3779.59937606143	1.93994654072914	0.117586129965144	16.4980898793437	3.78682933043396e-61	3.77290716377796e-59
ENSMUSG00000035773.6	165.822982274413	4.52353554244979	0.274347396994698	16.4883486849238	4.44944375651664e-61	4.41146070005857e-59
ENSMUSG00000030739.18	237.768412944506	7.03508311668227	0.427022094693931	16.47475201892	5.57165547756686e-61	5.49727658162847e-59
ENSMUSG00000041605.16	223.487362710974	2.95891886708126	0.179709037760318	16.465053199092	6.5405120563831e-61	6.42202451912978e-59
